condition_id,paper_id,scientific_model,served_model_id,temperature,top_p,min_p,repeat,concurrency,http_status,latency_seconds,attempts,parse_status,parser_method,parser_version,is_valid,is_recovered,git_commit,request_start_timestamp,request_end_timestamp
Jiang&Rao2024__phi-4-reasoning-plus__T070__R02,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Jiang&Rao2024__phi-4-reasoning-plus__T070__R03,Jiang&Rao2024,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T000__R01,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T000__R02,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T000__R03,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T035__R01,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T035__R02,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T035__R03,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T070__R01,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T070__R02,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__gemma-4-31b-it__T070__R03,Keller2012,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T000__R01,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T000__R02,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T000__R03,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T035__R01,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T035__R02,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T035__R03,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T070__R01,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,200,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T070__R02,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__olmo-3-32b-think__T070__R03,Keller2012,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T000__R01,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T000__R02,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T000__R03,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T035__R01,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T035__R02,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T035__R03,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T070__R01,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T070__R02,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2012__phi-4-reasoning-plus__T070__R03,Keller2012,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T000__R01,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T000__R02,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T000__R03,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T035__R01,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T035__R02,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T035__R03,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T070__R01,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T070__R02,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__gemma-4-31b-it__T070__R03,Keller2018,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T000__R01,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T000__R02,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T000__R03,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T035__R01,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T035__R02,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T035__R03,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T070__R01,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T070__R02,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__olmo-3-32b-think__T070__R03,Keller2018,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T000__R01,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T000__R02,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T000__R03,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T035__R01,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T035__R02,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T035__R03,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T070__R01,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T070__R02,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Keller2018__phi-4-reasoning-plus__T070__R03,Keller2018,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T000__R01,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T000__R02,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T000__R03,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,4,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T035__R01,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T035__R02,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T035__R03,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T070__R01,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T070__R02,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__gemma-4-31b-it__T070__R03,Kiebel2008,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T000__R01,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T000__R02,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T000__R03,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T035__R01,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T035__R02,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T035__R03,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T070__R01,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T070__R02,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__olmo-3-32b-think__T070__R03,Kiebel2008,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T000__R01,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T000__R02,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T000__R03,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T035__R01,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T035__R02,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T035__R03,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T070__R01,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T070__R02,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Kiebel2008__phi-4-reasoning-plus__T070__R03,Kiebel2008,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T000__R01,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T000__R02,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T000__R03,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T035__R01,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T035__R02,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T035__R03,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T070__R01,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T070__R02,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__gemma-4-31b-it__T070__R03,LaoRodriguez2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T000__R01,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T000__R02,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T000__R03,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T035__R01,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T035__R02,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T035__R03,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T070__R01,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T070__R02,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__olmo-3-32b-think__T070__R03,LaoRodriguez2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T000__R01,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T000__R02,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T000__R03,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T035__R01,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T035__R02,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T035__R03,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T070__R01,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
