paper_id,context,factor,human_score,council_score,absolute_difference,audit_priority,source_markdown,source_location,source_evidence_summary,supports_human_direction,supports_council_direction,ambiguous_or_insufficient,adjudicator_id,adjudication_note
Attinger2017,LO,LO-F12,0.6,0.475,0.125,Standard,Attinger2017-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F03,0.6,0.475,0.125,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F03,0.6,0.475,0.125,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F18,0.6,0.725,0.125,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F26,1.0,0.88,0.12,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F13,0.6,0.72,0.12,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F25,1.0,0.88,0.12,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F11,0.6,0.48,0.12,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F03,0.6,0.717,0.117,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F18,1.0,0.883,0.117,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F18,1.0,0.883,0.117,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F11,0.6,0.714,0.114,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F03,0.6,0.7,0.1,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F01,0.2,0.1,0.1,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F10,0.6,0.7,0.1,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F30,0.6,0.7,0.1,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F06,0.2,0.3,0.1,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,GO,GO-F27,0.0,0.1,0.1,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F35,0.2,0.3,0.1,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F32,0.6,0.5,0.1,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F25,0.6,0.7,0.1,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F27,0.6,0.7,0.1,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F19,0.6,0.7,0.1,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F29,0.6,0.7,0.1,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F26,0.6,0.7,0.1,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F26,0.6,0.7,0.1,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F31,0.6,0.7,0.1,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F03,0.6,0.7,0.1,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F27,0.6,0.7,0.1,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F24,0.6,0.7,0.1,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F01,0.6,0.7,0.1,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F26,0.6,0.5,0.1,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F11,0.6,0.7,0.1,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F11,0.6,0.5,0.1,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F21,0.6,0.5,0.1,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F02,0.2,0.1,0.1,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F30,0.2,0.3,0.1,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F27,0.6,0.5,0.1,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F30,0.6,0.7,0.1,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F26,0.6,0.5,0.1,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F26,0.6,0.7,0.1,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F11,0.6,0.5,0.1,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F30,0.6,0.7,0.1,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F03,0.6,0.7,0.1,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F11,0.6,0.5,0.1,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F27,0.2,0.3,0.1,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F32,0.6,0.5,0.1,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F29,0.6,0.7,0.1,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F26,0.6,0.7,0.1,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F08,0.6,0.5,0.1,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F06,0.6,0.686,0.086,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F06,0.6,0.517,0.083,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F04,0.2,0.12,0.08,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Hertag2020,GO,GO-F11,1.0,0.92,0.08,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F13,0.6,0.68,0.08,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F08,0.6,0.52,0.08,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F17,0.6,0.525,0.075,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F23,0.6,0.675,0.075,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F24,0.2,0.275,0.075,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F13,0.6,0.675,0.075,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Hertag2020,LO,LO-F25,0.6,0.675,0.075,Standard,Hertag2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F02,0.6,0.675,0.075,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F09,1.0,0.925,0.075,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F01,1.0,0.929,0.071,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F12,0.6,0.533,0.067,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F17,0.6,0.667,0.067,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F17,0.6,0.533,0.067,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Srinivasan1982,LO,LO-F32,0.6,0.667,0.067,Standard,Srinivasan1982-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F01,0.6,0.667,0.067,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F21,0.6,0.667,0.067,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F03,0.6,0.667,0.067,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Spratling2010,LO,LO-F07,0.6,0.66,0.06,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F19,0.6,0.54,0.06,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F12,1.0,0.94,0.06,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F21,0.6,0.54,0.06,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F06,0.6,0.54,0.06,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F03,0.6,0.54,0.06,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F06,0.6,0.54,0.06,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F10,0.6,0.66,0.06,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F12,1.0,0.94,0.06,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F31,0.6,0.54,0.06,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F10,0.6,0.54,0.06,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F27,0.6,0.55,0.05,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F30,0.6,0.55,0.05,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F09,1.0,0.95,0.05,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F22,0.6,0.55,0.05,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,GO,GO-F27,0.6,0.55,0.05,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F04,0.6,0.55,0.05,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F27,0.2,0.25,0.05,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F17,-0.2,-0.25,0.05,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F09,0.2,0.25,0.05,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Keller2012,GO,GO-F06,0.2,0.25,0.05,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,LO,LO-F34,0.6,0.55,0.05,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F34,0.6,0.65,0.05,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F32,0.6,0.55,0.05,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F26,0.6,0.65,0.05,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F27,0.6,0.55,0.05,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F22,0.6,0.55,0.05,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F21,0.6,0.65,0.05,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F27,0.6,0.55,0.05,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F13,0.6,0.65,0.05,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F27,0.6,0.55,0.05,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F34,0.6,0.65,0.05,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F11,0.6,0.65,0.05,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F23,0.6,0.65,0.05,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F01,0.6,0.55,0.05,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F22,0.6,0.55,0.05,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F12,1.0,0.95,0.05,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F27,0.6,0.55,0.05,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F34,0.6,0.65,0.05,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F32,0.6,0.65,0.05,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F26,0.6,0.65,0.05,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bekinschtein2009,LO,LO-F06,0.6,0.55,0.05,Standard,Bekinschtein2009-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F26,0.6,0.65,0.05,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F13,0.6,0.65,0.05,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F31,0.6,0.55,0.05,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F26,0.6,0.55,0.05,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F03,0.2,0.25,0.05,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F31,0.6,0.65,0.05,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F32,0.6,0.55,0.05,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F34,0.6,0.55,0.05,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F17,0.6,0.65,0.05,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F13,0.6,0.64,0.04,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F08,0.6,0.56,0.04,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F01,0.6,0.64,0.04,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Keller2012,GO,GO-F12,0.6,0.64,0.04,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F13,0.6,0.633,0.033,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F29,0.6,0.567,0.033,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F32,0.6,0.567,0.033,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F18,0.6,0.567,0.033,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F04,0.2,0.233,0.033,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F29,0.6,0.567,0.033,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,GO,GO-F32,0.6,0.567,0.033,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F31,0.6,0.567,0.033,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F11,0.6,0.633,0.033,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F19,0.6,0.567,0.033,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Rao2024,GO,GO-F06,0.6,0.633,0.033,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F29,0.6,0.567,0.033,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Garret2020,GO,GO-F01,0.2,0.167,0.033,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F17,0.6,0.567,0.033,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F32,0.6,0.633,0.033,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,GO,GO-F23,-0.2,-0.167,0.033,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Rao2024,LO,LO-F19,0.6,0.567,0.033,Standard,Rao2024-vllm-deepread_compressed.md,,,,,,,
Furutachi2024,LO,LO-F10,0.6,0.625,0.025,Standard,Furutachi2024-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F02,0.6,0.625,0.025,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bastos2020,LO,LO-F25,0.6,0.575,0.025,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F07,0.6,0.575,0.025,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F10,0.6,0.575,0.025,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F31,0.6,0.625,0.025,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2010,GO,GO-F07,0.6,0.62,0.02,Standard,Spratling2010-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F10,0.6,0.58,0.02,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Friston2010,GO,GO-F27,0.6,0.62,0.02,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Keller2018,LO,LO-F10,0.6,0.62,0.02,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F10,0.6,0.58,0.02,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Garret2020,LO,LO-F06,0.6,0.62,0.02,Standard,Garret2020-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F01,0.6,0.58,0.02,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F03,0.6,0.62,0.02,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F03,0.6,0.62,0.02,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F10,0.6,0.583,0.017,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F21,0.6,0.617,0.017,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F06,0.6,0.586,0.014,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F30,0.2,0.2,0.0,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F34,0.6,0.6,0.0,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,GO,GO-F35,0.6,0.6,0.0,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,LO,LO-F22,0.6,0.6,0.0,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Friston2010,LO,LO-F30,0.6,0.6,0.0,Standard,Friston2010-vllm-deepread_compressed.md,,,,,,,
Bakhtiari2021,GO,GO-F34,0.2,0.2,0.0,Standard,Bakhtiari2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F12,0.6,0.6,0.0,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Bakhtiari2021,LO,LO-F34,0.2,0.2,0.0,Standard,Bakhtiari2021-vllm-deepread_compressed.md,,,,,,,
Payeur2021,GO,GO-F09,0.2,0.2,0.0,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F32,0.6,0.6,0.0,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,GO,GO-F01,0.6,0.6,0.0,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F34,0.6,0.6,0.0,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Wacongne2011,GO,GO-F30,0.2,0.2,0.0,Standard,Wacongne2011-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F27,0.6,0.6,0.0,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Payeur2021,LO,LO-F26,0.6,0.6,0.0,Standard,Payeur2021-vllm-deepread_compressed.md,,,,,,,
Yamins2014,LO,LO-F30,0.2,0.2,0.0,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
Yamins2014,LO,LO-F34,0.2,0.2,0.0,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
Nejad2025,LO,LO-F07,0.6,0.6,0.0,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Yamins2014,GO,GO-F30,0.2,0.2,0.0,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
Mikulasch2023,LO,LO-F13,0.6,0.6,0.0,Standard,Mikulasch2023-vllm-deepread_compressed.md,,,,,,,
LaoRodriguez2023,LO,LO-F30,0.2,0.2,0.0,Standard,LaoRodriguez2023-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F35,0.6,0.6,0.0,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Keller2018,GO,GO-F32,0.6,0.6,0.0,Standard,Keller2018-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F26,0.6,0.6,0.0,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F07,0.2,0.2,0.0,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Greedy2022,LO,LO-F27,0.6,0.6,0.0,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F01,0.2,0.2,0.0,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Greedy2022,GO,GO-F26,0.6,0.6,0.0,Standard,Greedy2022-vllm-deepread_compressed.md,,,,,,,
Keller2012,LO,LO-F33,0.2,0.2,0.0,Standard,Keller2012-vllm-deepread_compressed.md,,,,,,,
Nejad2025,GO,GO-F07,0.6,0.6,0.0,Standard,Nejad2025-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F26,0.6,0.6,0.0,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Bastos2020,GO,GO-F25,0.6,0.6,0.0,Standard,Bastos2020-vllm-deepread_compressed.md,,,,,,,
Spratling2008,GO,GO-F21,0.6,0.6,0.0,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F29,0.6,0.6,0.0,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F31,0.6,0.6,0.0,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,LO,LO-F30,0.6,0.6,0.0,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,LO,LO-F30,0.6,0.6,0.0,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Spratling2008,LO,LO-F03,0.2,0.2,0.0,Standard,Spratling2008-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F31,0.6,0.6,0.0,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
Sacramento2018,GO,GO-F13,-0.2,-0.2,0.0,Standard,Sacramento2018-vllm-deepread_compressed.md,,,,,,,
Kiebel2008,GO,GO-F30,0.6,0.6,0.0,Standard,Kiebel2008-vllm-deepread_compressed.md,,,,,,,
Bastos2012,GO,GO-F21,0.6,0.6,0.0,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
LeeMejias2025,LO,LO-F07,0.6,0.6,0.0,Standard,LeeMejias2025-vllm-deepread_compressed.md,,,,,,,
Bastos2012,LO,LO-F32,0.6,0.6,0.0,Standard,Bastos2012-vllm-deepread_compressed.md,,,,,,,
VanDerveer2021,GO,GO-F34,0.6,0.6,0.0,Standard,VanDerveer2021-vllm-deepread_compressed.md,,,,,,,
Yamins2014,GO,GO-F34,0.2,0.2,0.0,Standard,Yamins2014-vllm-deepread_compressed.md,,,,,,,
